room_id,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay
15621583,5,5,4,3,,249,
9133262,xxx,0,5,2,,300,
664206,10,5,4,2,,299,
12057024,10,5,4,3,,265,
2061039,xxx,0,4,2,,290,
13046853,12,5,2,1,,207,
9255124,xxx,0,4,1,,225,
295240,70,5,4,1,,275,
9493932,55,5,4,2,,210,
10786023,xxx,0,4,2,,299,
6304566,4,5,2,1,,300,
7602945,xxx,0,4,2,,297,
6290098,25,5,6,2,,300,
4074316,5,5,2,1,,210,
6934361,2,0,6,3,,300,
2108694,4,4.5,6,3,,290,
10734171,xxx,0,4,2,,298,
6401914,xxx,0,2,1,,225,
7989009,xxx,0,4,2,,250,
41743,7,4,2,1,,300,
18073390,xxx,0,4,3,,300,
852960,xxx,0,4,2,,295,
6052238,5,5,4,2,,300,
18063783,7,5,10,4,,299,
91957,79,4.5,6,2,,300,
8210905,xxx,0,3,0,,250,
3664261,108,5,5,2,,229,
8632376,xxx,0,2,0,,250,
10773437,xxx,0,2,1,,300,
11013650,1,0,2,1,,225,
18685109,3,5,4,2,,220,
11057109,14,4.5,5,2,,230,
18024213,5,4.5,4,1,,212,
1029621,21,5,4,2,,235,
13532575,xxx,0,2,1,,275,
16029867,xxx,0,2,2,,250,
8202578,5,5,4,0,,209,
5126076,23,5,3,1,,250,
7963103,5,4.5,4,0,,219,
10499229,xxx,0,2,1,,250,
16688361,11,4.5,3,2,,225,
16587802,xxx,0,4,2,,265,
18074138,14,5,5,2,,289,
9079710,19,5,4,2,,275,
10945741,2,0,4,2,,285,
13297150,3,4.5,2,1,,260,
1450899,4,5,3,2,,250,
14467867,2,0,7,3,,300,
15774102,14,5,6,1,,249,
1917622,32,4.5,2,0,,280,
1150867,240,5,3,1,,210,
14808818,xxx,0,2,2,,300,
3951141,8,5,4,2,,275,
3378522,8,5,5,2,,250,
3629365,7,5,3,2,,220,
12056314,1,0,4,1,,225,
7331464,15,5,5,2,,250,
17530579,1,0,4,3,,300,
521237,xxx,0,7,1,,250,
273530,26,5,4,2,,287,
3863281,151,5,5,2,,283,
7305114,29,4.5,3,2,,242,
3291691,4,5,4,2,,275,
8117174,14,5,4,2,,299,
11610642,5,5,4,2,,250,
9471413,8,5,4,2,,206,
18088837,xxx,0,5,3,,240,
9010937,17,4.5,6,2,,295,
10876562,25,5,4,1,,265,
14948932,9,5,2,1,,225,
8565299,15,5,4,2,,300,
17136662,5,5,3,1,,269,
7853803,4,4.5,3,2,,275,
3449451,3,5,5,3,,265,
1001415,35,4.5,3,1,,275,
6639689,5,5,4,3,,250,
6238514,42,5,2,2,,300,
4480958,92,5,5,1,,240,
3116428,19,5,3,2,,210,
17157954,7,5,4,2,,238,
4224941,76,5,4,1,,270,
726657,9,4.5,4,2,,284,
10091236,1,0,6,3,,260,
13625762,13,5,2,1,,220,
8287824,9,5,5,2,,259,
65408,43,4.5,6,2,,299,
1999524,178,5,6,2,,250,
10342888,20,5,2,1,,275,
5605968,89,5,5,2,,279,
16898265,14,5,6,3,,300,
991765,31,5,6,3,,250,
16660792,18,5,3,2,,235,
18850359,xxx,0,6,2,,215,
5882524,5,5,5,3,,300,
2889301,58,4.5,4,2,,250,
870532,84,5,4,2,,290,
8499631,39,5,2,0,,220,
13282475,54,5,4,2,,239,
8336228,39,5,5,2,,250,
11713614,9,5,4,2,,225,
6959726,18,5,4,2,,275,
6156195,72,5,4,1,,249,
2771128,94,5,2,0,,249,
18870923,xxx,0,4,2,,249,
16352294,4,5,6,3,,208,
3790877,7,5,4,3,,230,
17879769,xxx,0,6,3,,280,
1935521,11,5,5,2,,300,
6898966,20,5,4,2,,300,
8964263,1,0,5,2,,249,
6181501,144,4.5,6,2,,299,
1084371,50,4,6,2,,300,
10156101,11,4.5,4,2,,215,
2614880,xxx,0,4,2,,219,
9824007,xxx,0,6,3,,250,
1267906,14,4.5,3,0,,240,
2066868,xxx,0,4,2,,250,
10720392,1,0,6,2,,250,
1180103,5,4.5,6,3,,275,
8186958,xxx,0,4,2,,275,
2066449,xxx,0,3,1,,300,
10686252,xxx,0,4,1,,250,
2142197,1,0,6,3,,245,
4477334,15,4.5,4,2,,220,
3442463,17,4.5,4,1,,239,
11868448,9,5,4,2,,239,
9493265,xxx,0,7,2,,300,
2412174,48,4,5,2,,250,
10788131,xxx,0,4,3,,250,
7719599,xxx,0,4,1,,299,
4163022,3,5,2,2,,299,
5298714,3,4,2,0,,300,
1467522,6,5,5,2,,237,
10770988,xxx,0,4,0,,250,
2120072,5,4.5,8,3,,300,
7620686,xxx,0,1,1,,300,
423063,47,5,2,1,,249,
12853235,4,5,4,2,,275,
1489782,37,4.5,4,2,,300,
5084563,xxx,0,4,2,,225,
3112708,4,5,6,2,,225,
8370959,1,0,4,1,,250,
10496900,xxx,0,5,2,,220,
10998711,xxx,0,5,1,,300,
11775546,9,4.5,4,1,,210,
10806185,xxx,0,3,1,,300,
16666165,8,5,5,0,,250,
15339049,23,5,4,1,,295,
1309496,18,5,4,3,,260,
16544492,7,4.5,5,2,,300,
10390390,7,5,4,2,,275,
18080108,xxx,0,4,1,,270,
18463004,1,0,10,5,,299,
6402782,61,5,4,2,,215,
4936887,171,5,6,2,,278,
13883766,2,0,4,0,,209,
4632383,9,4.5,2,0,,201,
10551655,xxx,0,8,2,,295,
6836411,7,5,4,0,,209,
11497800,1,0,4,1,,239,
13914906,3,5,4,0,,209,
15054072,xxx,0,4,0,,209,
18528711,xxx,0,4,2,,280,
4236298,2,0,1,1,,282,
5057179,xxx,0,2,1,,275,
15554000,9,4.5,6,2,,260,
7754018,4,5,4,0,,249,
10986510,xxx,0,6,2,,250,
10522495,3,4.5,6,1,,250,
12363944,xxx,0,4,1,,300,
7399805,9,4.5,4,1,,300,
4701489,25,5,4,0,,229,
6466197,58,5,4,2,,210,
19695173,xxx,0,6,2,,289,
8283480,4,5,2,1,,217,
70185,28,5,2,1,,210,
6940228,xxx,0,3,1,,250,
15565383,1,0,4,0,,260,
1391982,3,5,8,3,,210,
10807858,xxx,0,3,1,,300,
6896339,7,5,2,1,,265,
9974744,21,5,6,3,,245,
515260,2,0,5,2,,250,
11970512,3,5,6,3,,215,
658588,164,5,6,2,,260,
15027416,4,5,4,2,,295,
4295657,7,5,5,3,,300,
7151287,6,5,6,3,,210,
1011292,6,4.5,6,2,,205,
16913314,1,0,4,2,,219,
5173185,8,4,3,1,,204,
18704197,xxx,0,6,3,,300,
4463263,43,4.5,8,4,,300,
14619235,5,5,6,2,,290,
17721392,xxx,0,4,2,,250,
17624771,17,5,6,3,,299,
887516,15,5,4,2,,299,
752607,189,4.5,6,3,,250,
2967728,4,5,3,2,,224,
18675661,1,0,4,2,,300,
15126863,3,5,6,3,,225,
18529703,xxx,0,8,2,,288,
1133445,44,5,4,2,,203,
6514826,36,5,5,2,,250,
18959033,xxx,0,5,2,,299,
6262273,2,0,7,3,,295,
4874052,20,5,6,2,,275,
586715,38,5,2,2,,205,
6764924,7,4.5,5,3,,225,
12343600,5,4.5,6,3,,225,
11035172,xxx,0,5,3,,295,
2948159,26,5,3,2,,239,
728884,57,5,7,2,,298,
10578137,5,5,5,2,,275,
7369846,61,4.5,5,2,,273,
9813708,1,0,2,1,,250,
11501188,8,5,2,1,,250,
13153289,3,5,4,2,,275,
1815551,158,5,2,1,,250,
8005452,30,5,6,2,,285,
591524,xxx,0,2,1,,225,
943851,6,5,3,2,,207,
11303984,2,0,4,2,,253,
948066,45,4.5,2,1,,210,
10946978,10,5,4,1,,300,
7055126,89,5,5,1,,225,
13331968,40,5,5,2,,247,
17369805,9,5,2,0,,250,
2592518,126,5,5,2,,300,
14490262,21,5,5,2,,249,
1759087,112,5,2,1,,205,
9735635,3,5,2,0,,209,
4957143,116,5,2,1,,225,
18900353,xxx,0,4,2,,250,
7439398,16,5,2,1,,239,
16870932,8,5,2,1,,229,
18757463,6,4.5,4,2,,295,
18929307,5,5,4,2,,279,
1036860,8,5,4,2,,250,
16027559,2,0,2,1,,275,
13224465,3,4.5,5,1,,225,
1316135,11,5,2,1,,285,
17607909,4,5,4,2,,220,
5512869,12,5,6,3,,250,
2433743,xxx,0,8,4,,250,
2603930,xxx,0,4,2,,244,
8207372,1,0,6,2,,300,
8683337,9,5,2,1,,228,
1632521,21,5,2,1,,218,
10970070,xxx,0,4,2,,225,
9314178,xxx,0,4,2,,250,
4968197,xxx,0,2,0,,229,
1751109,16,4.5,6,2,,279,
911156,4,5,2,1,,235,
1072287,60,4.5,4,2,,250,
14726672,1,0,2,1,,300,
10786488,xxx,0,6,2,,250,
15100472,2,0,2,1,,221,
7914349,xxx,0,5,1,,250,
10566523,xxx,0,3,1,,225,
9837469,2,0,4,1,,259,
8152237,2,0,6,2,,275,
11480301,xxx,0,4,2,,300,
5703943,14,4.5,2,1,,250,
1520909,xxx,0,1,1,,299,
6007925,1,0,4,2,,300,
6955807,xxx,0,2,2,,250,
16533600,2,0,3,1,,299,
6777741,xxx,0,3,1,,275,
11316711,9,5,3,1,,250,
17605975,xxx,0,2,1,,290,
13998161,xxx,0,2,0,,300,
10594745,xxx,0,5,2,,250,
2380815,3,5,4,2,,299,
15585040,6,5,2,1,,205,
10752160,14,5,4,2,,249,
13618517,5,5,4,1,,210,
10808569,xxx,0,6,1,,300,
4111549,66,4.5,4,2,,295,
18179074,xxx,0,6,1,,220,
9280852,xxx,0,4,1,,250,
10832099,17,5,4,2,,250,
6834158,10,5,3,0,,235,
13703611,xxx,0,4,1,,250,
3994686,28,5,4,1,,295,
10814455,xxx,0,2,1,,250,
9922119,xxx,0,4,2,,250,
6988437,1,0,4,3,,289,
13100047,3,5,4,0,,209,
10992285,xxx,0,5,2,,250,
12402232,13,4.5,2,0,,300,
19358761,xxx,0,3,1,,295,
14501605,14,4.5,6,2,,285,
9857891,24,5,2,1,,250,
7920567,xxx,0,2,0,,300,
8273260,xxx,0,4,4,,290,
16311341,2,0,2,1,,295,
14918534,12,5,4,2,,275,
3272782,5,5,4,2,,249,
4754285,18,5,4,2,,245,
15990648,xxx,0,4,1,,300,
528726,3,5,7,3,,250,
16416143,xxx,0,6,2,,249,
9494210,24,5,2,0,,289,
15397120,8,5,5,2,,220,
18777268,xxx,0,4,1,,220,
16180470,xxx,0,4,2,,220,
10040153,1,0,2,1,,245,
17345722,3,5,4,2,,300,
7094961,9,5,2,1,,285,
14797741,1,0,4,1,,291,
16121736,25,5,4,1,,201,
864265,xxx,0,4,1,,278,
9888667,2,0,6,3,,275,
14591332,11,5,2,1,,250,
13192807,1,0,6,2,,300,
19576037,xxx,0,8,3,,292,
578097,14,5,4,2,,280,
6364873,3,5,4,2,,248,
5007820,54,4.5,5,2,,300,
19432549,xxx,0,2,1,,250,
1007157,72,4.5,9,4,,270,
15776727,15,5,2,1,,225,
4495455,xxx,0,2,1,,275,
1122014,148,4.5,6,3,,275,
400433,16,5,4,2,,285,
1232133,11,5,4,2,,250,
7008961,3,3.5,8,2,,300,
6495015,112,5,6,2,,241,
1520929,53,4.5,4,2,,250,
8270261,9,5,2,1,,249,
18933132,1,0,2,1,,215,
1598872,24,5,2,1,,225,
10702874,1,0,6,1,,225,
392543,78,5,3,1,,250,
11534020,1,0,1,0,,290,
14304773,11,5,4,0,,224,
7004802,21,5,4,2,,245,
17879764,6,5,4,1,,240,
13953008,18,5,2,1,,225,
15326713,1,0,3,0,,299,
18415936,17,5,5,2,,220,
19721014,xxx,0,4,1,,251,
13332858,29,5,2,0,,250,
2355859,41,5,2,1,,270,
19361051,xxx,0,1,1,,250,
19274667,xxx,0,1,1,,300,
7808104,7,5,4,2,,202,
3199784,154,4.5,6,2,,260,
19503679,xxx,0,4,1,,299,
14362264,6,5,2,1,,289,
14790424,17,4.5,8,3,,299,
1810486,39,4.5,5,2,,285,
7309811,4,5,3,1,,280,
7075004,xxx,0,6,3,,249,
9109508,1,0,2,0,,225,
6575965,30,5,3,1,,210,
16456692,xxx,0,7,3,,250,
8993199,2,0,2,1,,249,
3830608,3,5,5,1,,209,
10805884,2,0,4,1,,275,
14869150,7,5,3,1,,204,
10942415,xxx,0,2,0,,300,
10861735,xxx,0,1,0,,250,
10811198,10,5,3,1,,220,
16392395,1,0,2,0,,228,
15312760,1,0,6,2,,289,
15858137,24,5,5,1,,210,
13096400,4,5,4,0,,209,
17434603,xxx,0,2,0,,295,
14946965,4,5,2,1,,275,
12777409,22,4.5,6,2,,291,
14709616,3,5,3,1,,245,
3138935,126,4.5,5,2,,213,
13158331,11,5,2,1,,225,
12325483,3,5,4,1,,250,
475528,6,4.5,2,0,,249,
6453774,29,5,4,0,,229,
19271871,xxx,0,4,1,,300,
7156847,xxx,0,4,2,,300,
2621402,3,5,3,1,,300,
1500221,19,5,2,0,,295,
6567853,8,5,4,2,,245,
10770909,xxx,0,2,0,,285,
10702220,1,0,3,2,,225,
7851294,5,5,2,1,,230,
3843664,21,5,2,1,,300,
4363132,8,5,2,1,,295,
17043944,xxx,0,4,2,,249,
5979389,4,4.5,2,1,,238,
9709799,9,4.5,2,1,,225,
758815,5,4.5,3,1,,250,
9791385,xxx,0,2,1,,300,
3775090,16,4.5,2,0,,285,
13014156,43,4.5,4,2,,220,
1530745,24,5,2,1,,300,
6196851,4,5,2,1,,275,
6216025,xxx,0,4,2,,220,
14967576,2,0,4,1,,297,
9734419,2,0,2,1,,265,
862203,3,4.5,2,1,,253,
7680800,8,4,2,1,,295,
15843086,1,0,2,0,,298,
13896608,4,5,4,0,,209,
6329340,8,5,6,3,,299,
15268492,xxx,0,4,0,,219,
8107557,3,0,4,2,,212,
9651543,xxx,0,2,1,,265,
10835254,xxx,0,3,1,,280,
1683892,4,5,2,1,,295,
4558270,4,4.5,2,0,,210,
17500049,7,5,5,2,,250,
11183089,22,5,4,1,,210,
9826455,xxx,0,2,0,,225,
19363401,xxx,0,6,3,,235,
10608275,2,0,4,2,,250,
13198842,xxx,0,2,2,,250,
1171918,16,5,4,2,,245,
9021715,39,4.5,6,2,,299,
5932678,9,5,2,1,,249,
5222044,43,4.5,6,2,,215,
17790350,2,0,2,0,,250,
8213379,14,5,3,1,,244,
8627179,15,5,4,1,,296,
8323715,xxx,0,2,1,,300,
343045,45,4.5,4,2,,299,
4773944,19,5,2,2,,250,
3594390,1,0,3,1,,264,
7309656,53,5,5,2,,259,
15550123,6,5,4,1,,219,
2790637,34,5,3,1,,210,
17756616,xxx,0,4,3,,280,
15085183,2,0,2,0,,250,
14443999,14,4.5,2,1,,249,
14148904,1,0,4,3,,250,
10251,254,5,6,2,,250,
12865389,1,0,4,2,,250,
17449963,xxx,0,2,0,,250,
19072323,xxx,0,6,2,,295,
5604765,3,5,4,2,,259,
10828944,3,5,8,3,,300,
13603043,34,5,2,1,,225,
9440164,1,0,4,2,,225,
14125,74,5,3,1,,215,
6886839,2,0,4,2,,249,
148559,13,5,6,2,,275,
6465056,1,0,4,2,,245,
9229519,xxx,0,4,2,,250,
330736,40,5,2,1,,275,
3791003,6,5,6,3,,275,
7805578,4,5,2,1,,295,
4342334,2,0,2,2,,255,
10969673,4,5,2,1,,233,
1339473,35,4.5,3,1,,220,
10705210,26,5,1,0,,240,
817279,14,4.5,2,1,,215,
18582383,9,5,4,2,,220,
15981999,4,5,4,2,,299,
6326133,45,5,3,2,,225,
13751537,5,5,2,0,,280,
7247681,11,5,4,2,,269,
5117701,107,5,4,1,,269,
16395925,4,5,8,3,,221,
9180885,41,4.5,5,2,,250,
2658295,10,5,4,1,,219,
17188981,11,4.5,6,2,,300,
6201142,19,5,2,1,,250,
8596100,38,5,6,1,,289,
18462278,5,5,6,2,,285,
19213719,xxx,0,4,2,,250,
11584043,23,5,4,2,,298,
9093551,6,5,6,2,,285,
4155352,29,4.5,4,2,,250,
15482268,41,4.5,4,2,,255,
16859066,9,5,3,1,,275,
16544118,26,4,3,0,,259,
9925099,1,0,4,2,,224,
1767543,172,4.5,7,2,,262,
17692221,8,5,13,4,,300,
4112294,37,5,3,1,,289,
4330861,16,5,4,2,,300,
17301795,19,5,4,2,,249,
12784188,1,0,4,3,,230,
8926626,5,5,1,0,,225,
802839,7,5,6,3,,300,
1520734,19,4.5,2,0,,207,
13799488,15,5,2,1,,245,
19485230,xxx,0,2,1,,250,
8472666,17,4.5,4,2,,225,
11181016,13,5,6,3,,300,
1484792,132,5,2,1,,250,
6523507,31,5,2,0,,265,
13623892,59,4.5,6,3,,250,
18714586,3,4.5,2,1,,250,
19270270,2,0,4,2,,250,
11238527,7,4.5,10,4,,270,
7807841,7,5,2,1,,230,
12954931,2,0,10,3,,300,
18464444,xxx,0,4,2,,250,
4556764,7,4.5,6,3,,225,
18359884,xxx,0,2,0,,280,
13436195,21,4.5,4,1,,290,
19309607,1,0,5,2,,285,
12228334,10,5,5,3,,225,
19682247,xxx,0,4,1,,245,
13603416,3,4.5,4,2,,299,
17965243,16,5,4,2,,209,
3565068,17,5,5,2,,245,
17424156,7,4.5,4,1,,249,
207980,230,5,8,3,,295,
17806044,4,5,7,3,,295,
7615490,164,5,4,1,,265,
10858096,25,5,5,2,,289,
6054817,6,4.5,4,2,,220,
13005944,7,5,5,2,,250,
17015819,10,5,6,3,,299,
19228248,1,0,5,2,,250,
12832173,2,0,8,3,,300,
15929904,28,5,4,2,,300,
14255278,10,5,6,2,,253,
4855686,21,4.5,7,2,,250,
15971076,37,5,4,2,,219,
3415442,16,5,2,1,,270,
16194768,2,0,2,1,,250,
2486953,58,5,2,1,,279,
16900525,8,5,2,1,,249,
19437156,1,0,4,2,,250,
8352853,11,5,2,1,,280,
11909624,21,4.5,4,2,,277,
14341440,43,5,4,2,,245,
4825217,27,5,2,1,,224,
5774815,9,5,4,2,,275,
15067182,6,5,2,1,,239,
6559856,4,4.5,4,1,,213,
4730033,32,4.5,2,1,,225,
12471652,26,5,4,2,,260,
1070037,5,4.5,6,3,,300,
647360,111,5,4,1,,225,
14181982,34,5,3,1,,225,
2728615,124,5,6,2,,279,
5821380,75,5,5,2,,300,
1178281,43,5,4,2,,295,
15132855,24,5,2,1,,225,
9491760,10,5,4,2,,269,
13676473,2,0,5,2,,250,
6107359,142,5,6,2,,274,
2345981,15,5,4,2,,250,
18036371,5,4.5,8,1,,289,
15717561,3,5,2,2,,249,
501057,31,5,4,2,,265,
11205620,7,5,4,2,,275,
14268189,13,5,2,1,,295,
15664146,25,4.5,7,3,,250,
18685721,3,5,3,2,,250,
2007101,17,5,4,1,,300,
14614355,6,4.5,6,2,,230,
2114508,13,4.5,3,0,,272,
640669,19,4.5,6,3,,298,
19318016,1,0,6,2,,298,
13848002,2,0,4,2,,250,
1015558,5,5,1,1,,225,
201579,181,5,4,1,,250,
16055860,2,0,2,1,,270,
11770992,3,5,4,2,,300,
15025842,57,5,5,2,,259,
1713391,101,5,1,1,,235,
18445639,2,0,4,1,,250,
14341301,20,5,8,2,,285,
183859,139,5,4,2,,224,
1598489,14,5,2,1,,275,
18675645,1,0,4,2,,250,
15508487,38,4.5,6,2,,249,
1641060,36,5,4,2,,225,
17093436,11,5,2,0,,265,
10207235,85,4.5,5,2,,250,
18525981,6,5,4,1,,225,
13192574,16,5,6,2,,225,
15955004,10,5,2,1,,215,
14030807,34,5,4,2,,275,
7841744,45,4.5,2,1,,225,
2965433,26,5,4,2,,249,
8666251,41,5,6,2,,300,
16944675,7,5,6,2,,295,
19311485,1,0,2,1,,210,
13950667,2,0,4,2,,299,
7458945,27,4.5,2,1,,300,
8564563,25,5,4,2,,221,
10496718,xxx,0,4,2,,250,
386966,16,5,4,2,,250,
13669721,23,5,3,2,,225,
9172460,20,5,2,2,,227,
19441171,xxx,0,2,1,,285,
8844548,163,5,2,0,,277,
11352921,18,5,2,1,,245,
1898486,85,5,4,2,,245,
10963006,6,5,8,3,,245,
13625049,56,5,4,1,,254,
14997426,2,0,2,1,,250,
8207665,38,5,5,3,,250,
783149,133,5,4,1,,250,
17865626,1,0,3,2,,245,
8712650,12,5,2,0,,249,
19244874,xxx,0,3,0,,239,
10052512,16,5,2,1,,290,
14427529,13,5,2,1,,250,
7973781,45,5,4,2,,255,
15097340,31,5,5,3,,250,
19488745,xxx,0,3,2,,220,
17173545,10,5,4,2,,275,
8584000,128,5,4,1,,250,
232492,154,5,4,1,,259,
2628957,183,5,4,2,,225,
10945139,29,5,4,2,,220,
10137814,50,4.5,7,3,,279,
2670842,103,4.5,4,2,,250,
16324639,4,4.5,4,2,,250,
19750009,xxx,0,3,1,,245,
17573343,27,4.5,4,1,,220,
47484,77,4.5,5,1,,245,
7421008,85,4.5,6,2,,249,
18489177,7,5,6,3,,230,
17130769,25,5,7,2,,259,
19491766,2,0,5,2,,285,
7229828,4,5,5,1,,200,
19491493,xxx,0,5,3,,189,
4759937,34,5,2,1,,218,
12614397,xxx,0,4,2,,230,
3939813,32,5,2,1,,225,
3288881,20,4.5,4,2,,299,
9464045,1,0,4,1,,249,
13686323,4,4.5,4,1,,210,
19499099,xxx,0,2,2,,225,
8116322,xxx,0,4,2,,300,
11319769,19,4.5,4,1,,295,
8986011,2,0,4,2,,300,
13788581,9,5,2,1,,275,
17498697,xxx,0,3,1,,225,
2127746,20,5,2,0,,225,
992596,16,4.5,4,2,,250,
15678690,1,0,5,1,,250,
7950884,xxx,0,2,2,,250,
12685055,xxx,0,1,1,,230,
18895782,10,4.5,5,2,,250,
15021341,3,4.5,2,0,,275,
10923708,xxx,0,2,1,,300,
10517656,xxx,0,2,0,,300,
13884559,xxx,0,3,1,,250,
9411094,xxx,0,2,1,,270,
14980726,3,4,2,0,,250,
14195736,xxx,0,4,2,,275,
1668180,17,4.5,4,0,,250,
1198860,14,5,3,1,,225,
7696512,30,5,2,1,,279,
19609859,xxx,0,4,2,,230,
8423877,xxx,0,3,0,,300,
13861354,4,4.5,2,1,,275,
9637712,xxx,0,2,1,,250,
1478914,7,5,2,0,,259,
10822516,2,0,4,1,,250,
2139948,xxx,0,2,2,,299,
19524758,xxx,0,2,1,,249,
7871076,xxx,0,1,0,,250,
16569308,2,0,4,2,,270,
2925398,2,0,4,1,,250,
808585,6,5,2,1,,290,
1263837,32,5,2,1,,295,
18794485,2,0,6,2,,299,
8311972,2,0,4,1,,240,
16799835,xxx,0,4,1,,250,
15953741,1,0,2,1,,300,
806199,33,5,3,1,,265,
2065706,1,0,4,1,,285,
8089051,6,5,4,0,,250,
10137551,7,4.5,4,2,,290,
11068548,xxx,0,2,0,,275,
18875814,xxx,0,2,1,,229,
10792245,1,0,2,0,,245,
3534885,55,3.5,4,2,,243,
6195934,18,5,2,1,,215,
7005242,1,0,4,2,,300,
8596659,1,0,2,1,,229,
14058613,9,4.5,2,1,,250,
18928246,xxx,0,2,0,,210,
2503408,19,5,2,1,,220,
2449024,13,4,4,2,,210,
1679108,4,5,5,2,,255,
746376,7,5,5,2,,300,
1096497,8,4.5,5,1,,220,
10906958,33,4.5,4,1,,250,
19780176,xxx,0,2,0,,225,
16542558,2,0,2,0,,250,
8675466,4,5,4,1,,250,
9734189,1,0,2,1,,265,
15830044,1,0,2,1,,225,
9756521,xxx,0,1,1,,265,
3506870,1,0,2,0,,229,
17833625,1,0,4,1,,275,
10105584,5,4.5,2,1,,250,
10386033,1,0,4,1,,250,
17577243,1,0,2,1,,300,
9475400,1,0,4,2,,250,
5114942,xxx,0,2,0,,285,
7564371,11,5,4,2,,261,
14770921,2,0,2,1,,250,
7930685,18,5,4,2,,250,
10829227,5,5,2,0,,225,
12989652,xxx,0,4,1,,295,
8612964,4,5,4,1,,220,
9752553,8,5,4,1,,300,
10412144,13,4.5,2,1,,250,
10576099,7,5,3,2,,300,
3534845,55,4,4,2,,246,
1525137,149,5,3,1,,210,
6552315,3,5,2,1,,250,
13927209,1,0,2,1,,250,
16051262,4,5,1,1,,269,
10828997,xxx,0,4,1,,220,
18773233,1,0,3,1,,250,
9774555,1,0,4,1,,265,
14655353,13,5,3,1,,215,
8327078,1,0,2,0,,265,
10789339,51,5,2,1,,298,
1510980,94,5,4,0,,269,
504146,41,5,2,0,,249,
19721546,xxx,0,4,1,,220,
17461924,17,5,4,1,,300,
11634732,12,4.5,6,2,,200,
16723252,xxx,0,6,2,,200,
1240935,5,4,2,2,,185,
2785986,11,4.5,4,3,,200,
15314646,8,4,7,1,,200,
12151600,51,4.5,5,2,,183,
652882,xxx,0,4,1,,200,
1503989,4,4.5,2,1,,200,
1249349,1,0,4,1,,200,
7479166,2,0,3,2,,182,
15142505,xxx,0,2,1,,200,
18639124,4,5,6,2,,199,
1233497,26,5,4,2,,200,
10755749,1,0,3,1,,200,
3870404,2,0,4,2,,200,
13301427,7,5,4,2,,188,
13788970,2,0,6,2,,200,
8956815,3,5,6,3,,200,
10657572,1,0,4,1,,200,
7349969,xxx,0,5,1,,200,
457986,7,5,4,2,,195,
4842662,xxx,0,2,1,,200,
727969,170,5,5,1,,200,
6153831,3,4.5,4,2,,200,
17172552,xxx,0,3,2,,200,
6658545,34,4.5,5,1,,199,
3562352,5,4.5,4,2,,200,
6062220,2,0,6,3,,200,
3939412,35,4.5,4,1,,188,
16781461,1,0,4,2,,200,
7345468,15,5,2,0,,200,
9611854,29,5,2,1,,200,
17791068,2,0,5,2,,200,
18139592,xxx,0,7,3,,200,
7463586,6,4.5,6,2,,184,
9028771,26,4.5,2,1,,200,
19160891,xxx,0,7,3,,200,
3331689,1,0,2,1,,200,
14569747,1,0,3,2,,200,
2987484,1,0,6,3,,200,
10993090,17,5,2,0,,185,
2838412,20,5,7,3,,195,
4471474,9,4.5,4,2,,200,
1300810,8,4.5,5,2,,185,
13614193,8,5,6,4,,200,
9867938,22,5,5,2,,200,
5821220,7,4.5,6,4,,199,
2155689,27,4.5,4,1,,192,
10827932,1,0,4,1,,200,
7281346,37,4.5,6,3,,200,
2063077,12,5,5,2,,190,
2707422,17,5,2,2,,184,
10708414,1,0,4,1,,190,
5943416,1,0,3,0,,190,
14406178,4,5,4,2,,200,
13173340,xxx,0,2,1,,200,
14576746,9,5,2,0,,200,
13687255,13,5,5,2,,200,
5202735,64,5,2,2,,189,
3614773,48,4.5,2,1,,180,
10494361,1,0,3,1,,200,
2047084,xxx,0,2,1,,195,
12339778,xxx,0,5,2,,200,
8164773,13,4.5,4,1,,195,
11625548,10,4.5,4,1,,200,
2072697,27,4.5,4,1,,199,
9678100,xxx,0,4,2,,200,
18204624,1,0,4,2,,181,
2179562,xxx,0,2,0,,193,
5841,37,4.5,3,1,,181,
5871042,29,4.5,4,1,,200,
1520938,55,5,4,2,,200,
7648255,xxx,0,5,2,,200,
6924208,8,5,5,2,,195,
7764531,1,0,5,3,,200,
5558933,17,5,5,1,,199,
4359626,18,5,2,1,,185,
1561827,5,5,2,1,,181,
10577569,xxx,0,1,1,,200,
947147,4,5,4,2,,200,
10336332,10,4.5,2,0,,189,
16323837,xxx,0,6,2,,200,
2736358,180,5,3,1,,185,
18960888,xxx,0,4,2,,200,
13764783,29,5,3,1,,190,
3705206,19,5,3,1,,189,
562593,16,5,4,1,,200,
13641752,xxx,0,5,1,,200,
25827,9,4.5,4,1,,199,
1360756,12,5,2,1,,200,
10149591,7,5,2,1,,194,
208714,75,5,2,1,,199,
15482415,xxx,0,2,0,,200,
890875,3,4,4,2,,193,
10074911,1,0,4,2,,190,
10928117,2,0,4,2,,200,
18073479,1,0,2,1,,200,
4926230,xxx,0,4,0,,200,
10881697,1,0,7,3,,200,
2292681,8,5,4,2,,200,
283235,6,5,4,2,,199,
14576360,6,5,4,2,,200,
10812992,xxx,0,4,2,,200,
2612741,62,5,5,2,,200,
8118106,xxx,0,4,1,,190,
1851243,xxx,0,4,2,,200,
11531732,8,5,4,2,,185,
468751,12,4.5,4,2,,200,
2527150,79,4.5,4,1,,189,
19751210,xxx,0,2,1,,200,
